wsi,has_angiogenesis,angiogenesis_path,has_cell_cycle,cell_cycle_path,has_epithelial_mesenchymal_transition,epithelial_mesenchymal_transition_path,has_immunosuppression,immunosuppression_path,has_t_cell_mediated_cytotoxicity,t_cell_mediated_cytotoxicity_path
TCGA-C8-A12U-01A-01-BSA.7c5796ff-ef35-4ced-8216-254cd8cbc271,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-C8-A12U-01A-01-BSA.7c5796ff-ef35-4ced-8216-254cd8cbc271,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-C8-A12U-01A-01-BSA.7c5796ff-ef35-4ced-8216-254cd8cbc271,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-C8-A12U-01A-01-BSA.7c5796ff-ef35-4ced-8216-254cd8cbc271,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-C8-A12U-01A-01-BSA.7c5796ff-ef35-4ced-8216-254cd8cbc271,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-C8-A12U-01A-01-BSA.7c5796ff-ef35-4ced-8216-254cd8cbc271
TCGA-E2-A156-01A-01-TSA.eb7847c8-dd23-48c3-886f-25d30b21aa27,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-E2-A156-01A-01-TSA.eb7847c8-dd23-48c3-886f-25d30b21aa27,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-E2-A156-01A-01-TSA.eb7847c8-dd23-48c3-886f-25d30b21aa27,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-E2-A156-01A-01-TSA.eb7847c8-dd23-48c3-886f-25d30b21aa27,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-E2-A156-01A-01-TSA.eb7847c8-dd23-48c3-886f-25d30b21aa27,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-E2-A156-01A-01-TSA.eb7847c8-dd23-48c3-886f-25d30b21aa27
TCGA-BH-A0BL-01A-01-BSA.f8277eba-2d30-4c5f-ae15-94daba29503a,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-BH-A0BL-01A-01-BSA.f8277eba-2d30-4c5f-ae15-94daba29503a,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-BH-A0BL-01A-01-BSA.f8277eba-2d30-4c5f-ae15-94daba29503a,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-BH-A0BL-01A-01-BSA.f8277eba-2d30-4c5f-ae15-94daba29503a,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-BH-A0BL-01A-01-BSA.f8277eba-2d30-4c5f-ae15-94daba29503a,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-BH-A0BL-01A-01-BSA.f8277eba-2d30-4c5f-ae15-94daba29503a
TCGA-D8-A1JH-01A-01-TS1.8d0ed250-b310-4fa4-9ae2-23677c281393,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-D8-A1JH-01A-01-TS1.8d0ed250-b310-4fa4-9ae2-23677c281393,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-D8-A1JH-01A-01-TS1.8d0ed250-b310-4fa4-9ae2-23677c281393,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-D8-A1JH-01A-01-TS1.8d0ed250-b310-4fa4-9ae2-23677c281393,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-D8-A1JH-01A-01-TS1.8d0ed250-b310-4fa4-9ae2-23677c281393,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-D8-A1JH-01A-01-TS1.8d0ed250-b310-4fa4-9ae2-23677c281393
TCGA-BH-A0BL-01A-01-TSA.10753cc1-6b69-4ba1-b4b7-561d7ed8a6a9,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-BH-A0BL-01A-01-TSA.10753cc1-6b69-4ba1-b4b7-561d7ed8a6a9,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-BH-A0BL-01A-01-TSA.10753cc1-6b69-4ba1-b4b7-561d7ed8a6a9,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-BH-A0BL-01A-01-TSA.10753cc1-6b69-4ba1-b4b7-561d7ed8a6a9,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-BH-A0BL-01A-01-TSA.10753cc1-6b69-4ba1-b4b7-561d7ed8a6a9,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-BH-A0BL-01A-01-TSA.10753cc1-6b69-4ba1-b4b7-561d7ed8a6a9
TCGA-A2-A04Q-01A-02-MSB.f56f62ee-cf1d-4084-948e-652b81bbbf0f,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-A2-A04Q-01A-02-MSB.f56f62ee-cf1d-4084-948e-652b81bbbf0f,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-A2-A04Q-01A-02-MSB.f56f62ee-cf1d-4084-948e-652b81bbbf0f,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-A2-A04Q-01A-02-MSB.f56f62ee-cf1d-4084-948e-652b81bbbf0f,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-A2-A04Q-01A-02-MSB.f56f62ee-cf1d-4084-948e-652b81bbbf0f,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-A2-A04Q-01A-02-MSB.f56f62ee-cf1d-4084-948e-652b81bbbf0f
TCGA-A2-A0YL-01A-02-BSB.b9a27669-4484-41f2-ae55-85eeb3792e60,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-A2-A0YL-01A-02-BSB.b9a27669-4484-41f2-ae55-85eeb3792e60,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-A2-A0YL-01A-02-BSB.b9a27669-4484-41f2-ae55-85eeb3792e60,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-A2-A0YL-01A-02-BSB.b9a27669-4484-41f2-ae55-85eeb3792e60,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-A2-A0YL-01A-02-BSB.b9a27669-4484-41f2-ae55-85eeb3792e60,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-A2-A0YL-01A-02-BSB.b9a27669-4484-41f2-ae55-85eeb3792e60
TCGA-B6-A0RT-01A-02-MSB.024acade-8422-4ed5-9bcc-129fd9423bb3,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-B6-A0RT-01A-02-MSB.024acade-8422-4ed5-9bcc-129fd9423bb3,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-B6-A0RT-01A-02-MSB.024acade-8422-4ed5-9bcc-129fd9423bb3,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-B6-A0RT-01A-02-MSB.024acade-8422-4ed5-9bcc-129fd9423bb3,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-B6-A0RT-01A-02-MSB.024acade-8422-4ed5-9bcc-129fd9423bb3,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-B6-A0RT-01A-02-MSB.024acade-8422-4ed5-9bcc-129fd9423bb3
TCGA-A8-A094-01A-01-TS1.f4ebf386-f3b5-4bd4-8cb5-64c14fe6bc94,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-A8-A094-01A-01-TS1.f4ebf386-f3b5-4bd4-8cb5-64c14fe6bc94,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-A8-A094-01A-01-TS1.f4ebf386-f3b5-4bd4-8cb5-64c14fe6bc94,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-A8-A094-01A-01-TS1.f4ebf386-f3b5-4bd4-8cb5-64c14fe6bc94,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-A8-A094-01A-01-TS1.f4ebf386-f3b5-4bd4-8cb5-64c14fe6bc94,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-A8-A094-01A-01-TS1.f4ebf386-f3b5-4bd4-8cb5-64c14fe6bc94
TCGA-A2-A04Y-01A-02-BS2.0fd3867e-c47f-471c-b946-25b244d8c0e8,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_angiogenesis/2024-04-25_09-13-05/heatmaps/TCGA-A2-A04Y-01A-02-BS2.0fd3867e-c47f-471c-b946-25b244d8c0e8,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/kegg_cell_cycle/2024-04-26_01-28-02/heatmaps/TCGA-A2-A04Y-01A-02-BS2.0fd3867e-c47f-471c-b946-25b244d8c0e8,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/hallmark_epithelial_mesenchymal_transition/2024-04-25_11-05-38/heatmaps/TCGA-A2-A04Y-01A-02-BS2.0fd3867e-c47f-471c-b946-25b244d8c0e8,1,/autofs/space/crater_001/projects//breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/immunosuppression/2024-04-29_03-31-36/heatmaps/TCGA-A2-A04Y-01A-02-BS2.0fd3867e-c47f-471c-b946-25b244d8c0e8,1,/autofs/space/crater_001/projects/breast-cancer-pathology/results/CLAM/TCGA-BRCA/mmxbrcp/All/checkpoints/gobp_t_cell_mediated_cytotoxicity/2024-04-25_21-05-55/heatmaps/TCGA-A2-A04Y-01A-02-BS2.0fd3867e-c47f-471c-b946-25b244d8c0e8
